SNO,Values,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10,Value 11,Value 12,Value 13
9060,2179462.498,2179481.005,2179499.511,2179518.017,2179536.524,2179555.03,2179573.537,2179592.043,2179610.549,2179629.056,2179647.562,2179666.069,2179684.575
9061,2179703.081,2179721.588,2179740.094,2179758.601,2179777.107,2179795.614,2179814.12,2179832.626,2179851.133,2179869.639,2179888.146,2179906.652,2179925.158
9062,2179943.665,2179962.171,2179980.678,2179999.184,2180017.69,2180036.197,2180054.703,2180073.21,2180091.716,2180110.222,2180128.729,2180147.235,2180165.742
9063,2180184.248,2180202.754,2180221.261,2180239.767,2180258.274,2180276.78,2180295.286,2180313.793,2180332.299,2180350.806,2180369.312,2180387.819,2180406.325
9064,2180424.831,2180443.338,2180461.844,2180480.351,2180498.857,2180517.363,2180535.87,2180554.376,2180572.883,2180591.389,2180609.895,2180628.402,2180646.908
9065,2180665.415,2180683.921,2180702.427,2180720.934,2180739.44,2180757.947,2180776.453,2180794.959,2180813.466,2180831.972,2180850.479,2180868.985,2180887.492
9066,2180905.998,2180924.504,2180943.011,2180961.517,2180980.024,2180998.53,2181017.036,2181035.543,2181054.049,2181072.556,2181091.062,2181109.568,2181128.075
9067,2181146.581,2181165.088,2181183.594,2181202.1,2181220.607,2181239.113,2181257.62,2181276.126,2181294.632,2181313.139,2181331.645,2181350.152,2181368.658
9068,2181387.164,2181405.671,2181424.177,2181442.684,2181461.19,2181479.697,2181498.203,2181516.709,2181535.216,2181553.722,2181572.229,2181590.735,2181609.241
9069,2181627.748,2181646.254,2181664.761,2181683.267,2181701.773,2181720.28,2181738.786,2181757.293,2181775.799,2181794.305,2181812.812,2181831.318,2181849.825
9070,2181868.331,2181886.837,2181905.344,2181923.85,2181942.357,2181960.863,2181979.369,2181997.876,2182016.382,2182034.889,2182053.395,2182071.902,2182090.408
9071,2182108.914,2182127.421,2182145.927,2182164.434,2182182.94,2182201.446,2182219.953,2182238.459,2182256.966,2182275.472,2182293.978,2182312.485,2182330.991
9072,2182349.498,2182368.004,2182386.51,2182405.017,2182423.523,2182442.03,2182460.536,2182479.042,2182497.549,2182516.055,2182534.562,2182553.068,2182571.575
9073,2182590.081,2182608.587,2182627.094,2182645.6,2182664.107,2182682.613,2182701.119,2182719.626,2182738.132,2182756.639,2182775.145,2182793.651,2182812.158
9074,2182830.664,2182849.171,2182867.677,2182886.183,2182904.69,2182923.196,2182941.703,2182960.209,2182978.715,2182997.222,2183015.728,2183034.235,2183052.741
9075,2183071.247,2183089.754,2183108.26,2183126.767,2183145.273,2183163.78,2183182.286,2183200.792,2183219.299,2183237.805,2183256.312,2183274.818,2183293.324
9076,2183311.831,2183330.337,2183348.844,2183367.35,2183385.856,2183404.363,2183422.869,2183441.376,2183459.882,2183478.388,2183496.895,2183515.401,2183533.908
9077,2183552.414,2183570.92,2183589.427,2183607.933,2183626.44,2183644.946,2183663.453,2183681.959,2183700.465,2183718.972,2183737.478,2183755.985,2183774.491
9078,2183792.997,2183811.504,2183830.01,2183848.517,2183867.023,2183885.529,2183904.036,2183922.542,2183941.049,2183959.555,2183978.061,2183996.568,2184015.074
9079,2184033.581,2184052.087,2184070.593,2184089.1,2184107.606,2184126.113,2184144.619,2184163.125,2184181.632,2184200.138,2184218.645,2184237.151,2184255.658
9080,2184274.164,2184292.67,2184311.177,2184329.683,2184348.19,2184366.696,2184385.202,2184403.709,2184422.215,2184440.722,2184459.228,2184477.734,2184496.241
9081,2184514.747,2184533.254,2184551.76,2184570.266,2184588.773,2184607.279,2184625.786,2184644.292,2184662.798,2184681.305,2184699.811,2184718.318,2184736.824
9082,2184755.33,2184773.837,2184792.343,2184810.85,2184829.356,2184847.863,2184866.369,2184884.875,2184903.382,2184921.888,2184940.395,2184958.901,2184977.407
9083,2184995.914,2185014.42,2185032.927,2185051.433,2185069.939,2185088.446,2185106.952,2185125.459,2185143.965,2185162.471,2185180.978,2185199.484,2185217.991
9084,2185236.497,2185255.003,2185273.51,2185292.016,2185310.523,2185329.029,2185347.536,2185366.042,2185384.548,2185403.055,2185421.561,2185440.068,2185458.574
9085,2185477.08,2185495.587,2185514.093,2185532.6,2185551.106,2185569.612,2185588.119,2185606.625,2185625.132,2185643.638,2185662.144,2185680.651,2185699.157
9086,2185717.664,2185736.17,2185754.676,2185773.183,2185791.689,2185810.196,2185828.702,2185847.208,2185865.715,2185884.221,2185902.728,2185921.234,2185939.741
9087,2185958.247,2185976.753,2185995.26,2186013.766,2186032.273,2186050.779,2186069.285,2186087.792,2186106.298,2186124.805,2186143.311,2186161.817,2186180.324
9088,2186198.83,2186217.337,2186235.843,2186254.349,2186272.856,2186291.362,2186309.869,2186328.375,2186346.881,2186365.388,2186383.894,2186402.401,2186420.907
9089,2186439.414,2186457.92,2186476.426,2186494.933,2186513.439,2186531.946,2186550.452,2186568.958,2186587.465,2186605.971,2186624.478,2186642.984,2186661.49
9090,2186679.997,2186698.503,2186717.01,2186735.516,2186754.022,2186772.529,2186791.035,2186809.542,2186828.048,2186846.554,2186865.061,2186883.567,2186902.074
9091,2186920.58,2186939.086,2186957.593,2186976.099,2186994.606,2187013.112,2187031.619,2187050.125,2187068.631,2187087.138,2187105.644,2187124.151,2187142.657
9092,2187161.163,2187179.67,2187198.176,2187216.683,2187235.189,2187253.695,2187272.202,2187290.708,2187309.215,2187327.721,2187346.227,2187364.734,2187383.24
9093,2187401.747,2187420.253,2187438.759,2187457.266,2187475.772,2187494.279,2187512.785,2187531.291,2187549.798,2187568.304,2187586.811,2187605.317,2187623.824
9094,2187642.33,2187660.836,2187679.343,2187697.849,2187716.356,2187734.862,2187753.368,2187771.875,2187790.381,2187808.888,2187827.394,2187845.9,2187864.407
9095,2187882.913,2187901.42,2187919.926,2187938.432,2187956.939,2187975.445,2187993.952,2188012.458,2188030.964,2188049.471,2188067.977,2188086.484,2188104.99
9096,2188123.497,2188142.003,2188160.509,2188179.016,2188197.522,2188216.029,2188234.535,2188253.041,2188271.548,2188290.054,2188308.561,2188327.067,2188345.573
9097,2188364.08,2188382.586,2188401.093,2188419.599,2188438.105,2188456.612,2188475.118,2188493.625,2188512.131,2188530.637,2188549.144,2188567.65,2188586.157
9098,2188604.663,2188623.169,2188641.676,2188660.182,2188678.689,2188697.195,2188715.702,2188734.208,2188752.714,2188771.221,2188789.727,2188808.234,2188826.74
9099,2188845.246,2188863.753,2188882.259,2188900.766,2188919.272,2188937.778,2188956.285,2188974.791,2188993.298,2189011.804,2189030.31,2189048.817,2189067.323
9100,2189085.83,2189104.336,2189122.842,2189141.349,2189159.855,2189178.362,2189196.868,2189215.374,2189233.881,2189252.387,2189270.894,2189289.4,2189307.907
9101,2189326.413,2189344.919,2189363.426,2189381.932,2189400.439,2189418.945,2189437.451,2189455.958,2189474.464,2189492.971,2189511.477,2189529.983,2189548.49
9102,2189566.996,2189585.503,2189604.009,2189622.515,2189641.022,2189659.528,2189678.035,2189696.541,2189715.047,2189733.554,2189752.06,2189770.567,2189789.073
9103,2189807.58,2189826.086,2189844.592,2189863.099,2189881.605,2189900.112,2189918.618,2189937.124,2189955.631,2189974.137,2189992.644,2190011.15,2190029.656
9104,2190048.163,2190066.669,2190085.176,2190103.682,2190122.188,2190140.695,2190159.201,2190177.708,2190196.214,2190214.72,2190233.227,2190251.733,2190270.24
9105,2190288.746,2190307.252,2190325.759,2190344.265,2190362.772,2190381.278,2190399.785,2190418.291,2190436.797,2190455.304,2190473.81,2190492.317,2190510.823
9106,2190529.329,2190547.836,2190566.342,2190584.849,2190603.355,2190621.861,2190640.368,2190658.874,2190677.381,2190695.887,2190714.393,2190732.9,2190751.406
9107,2190769.913,2190788.419,2190806.925,2190825.432,2190843.938,2190862.445,2190880.951,2190899.458,2190917.964,2190936.47,2190954.977,2190973.483,2190991.99
9108,2191010.496,2191029.002,2191047.509,2191066.015,2191084.522,2191103.028,2191121.534,2191140.041,2191158.547,2191177.054,2191195.56,2191214.066,2191232.573
9109,2191251.079,2191269.586,2191288.092,2191306.598,2191325.105,2191343.611,2191362.118,2191380.624,2191399.13,2191417.637,2191436.143,2191454.65,2191473.156
9110,2191491.663,2191510.169,2191528.675,2191547.182,2191565.688,2191584.195,2191602.701,2191621.207,2191639.714,2191658.22,2191676.727,2191695.233,2191713.739
9111,2191732.246,2191750.752,2191769.259,2191787.765,2191806.271,2191824.778,2191843.284,2191861.791,2191880.297,2191898.803,2191917.31,2191935.816,2191954.323
9112,2191972.829,2191991.335,2192009.842,2192028.348,2192046.855,2192065.361,2192083.868,2192102.374,2192120.88,2192139.387,2192157.893,2192176.4,2192194.906
9113,2192213.412,2192231.919,2192250.425,2192268.932,2192287.438,2192305.944,2192324.451,2192342.957,2192361.464,2192379.97,2192398.476,2192416.983,2192435.489
9114,2192453.996,2192472.502,2192491.008,2192509.515,2192528.021,2192546.528,2192565.034,2192583.541,2192602.047,2192620.553,2192639.06,2192657.566,2192676.073
9115,2192694.579,2192713.085,2192731.592,2192750.098,2192768.605,2192787.111,2192805.617,2192824.124,2192842.63,2192861.137,2192879.643,2192898.149,2192916.656
9116,2192935.162,2192953.669,2192972.175,2192990.681,2193009.188,2193027.694,2193046.201,2193064.707,2193083.213,2193101.72,2193120.226,2193138.733,2193157.239
9117,2193175.746,2193194.252,2193212.758,2193231.265,2193249.771,2193268.278,2193286.784,2193305.29,2193323.797,2193342.303,2193360.81,2193379.316,2193397.822
9118,2193416.329,2193434.835,2193453.342,2193471.848,2193490.354,2193508.861,2193527.367,2193545.874,2193564.38,2193582.886,2193601.393,2193619.899,2193638.406
9119,2193656.912,2193675.419,2193693.925,2193712.431,2193730.938,2193749.444,2193767.951,2193786.457,2193804.963,2193823.47,2193841.976,2193860.483,2193878.989
9120,2193897.495,2193916.002,2193934.508,2193953.015,2193971.521,2193990.027,2194008.534,2194027.04,2194045.547,2194064.053,2194082.559,2194101.066,2194119.572
9121,2194138.079,2194156.585,2194175.091,2194193.598,2194212.104,2194230.611,2194249.117,2194267.624,2194286.13,2194304.636,2194323.143,2194341.649,2194360.156
9122,2194378.662,2194397.168,2194415.675,2194434.181,2194452.688,2194471.194,2194489.7,2194508.207,2194526.713,2194545.22,2194563.726,2194582.232,2194600.739
9123,2194619.245,2194637.752,2194656.258,2194674.764,2194693.271,2194711.777,2194730.284,2194748.79,2194767.296,2194785.803,2194804.309,2194822.816,2194841.322
9124,2194859.829,2194878.335,2194896.841,2194915.348,2194933.854,2194952.361,2194970.867,2194989.373,2195007.88,2195026.386,2195044.893,2195063.399,2195081.905
9125,2195100.412,2195118.918,2195137.425,2195155.931,2195174.437,2195192.944,2195211.45,2195229.957,2195248.463,2195266.969,2195285.476,2195303.982,2195322.489
9126,2195340.995,2195359.502,2195378.008,2195396.514,2195415.021,2195433.527,2195452.034,2195470.54,2195489.046,2195507.553,2195526.059,2195544.566,2195563.072
9127,2195581.578,2195600.085,2195618.591,2195637.098,2195655.604,2195674.11,2195692.617,2195711.123,2195729.63,2195748.136,2195766.642,2195785.149,2195803.655
9128,2195822.162,2195840.668,2195859.174,2195877.681,2195896.187,2195914.694,2195933.2,2195951.707,2195970.213,2195988.719,2196007.226,2196025.732,2196044.239
9129,2196062.745,2196081.251,2196099.758,2196118.264,2196136.771,2196155.277,2196173.783,2196192.29,2196210.796,2196229.303,2196247.809,2196266.315,2196284.822
9130,2196303.328,2196321.835,2196340.341,2196358.847,2196377.354,2196395.86,2196414.367,2196432.873,2196451.379,2196469.886,2196488.392,2196506.899,2196525.405
9131,2196543.912,2196562.418,2196580.924,2196599.431,2196617.937,2196636.444,2196654.95,2196673.456,2196691.963,2196710.469,2196728.976,2196747.482,2196765.988
9132,2196784.495,2196803.001,2196821.508,2196840.014,2196858.52,2196877.027,2196895.533,2196914.04,2196932.546,2196951.052,2196969.559,2196988.065,2197006.572
9133,2197025.078,2197043.585,2197062.091,2197080.597,2197099.104,2197117.61,2197136.117,2197154.623,2197173.129,2197191.636,2197210.142,2197228.649,2197247.155
9134,2197265.661,2197284.168,2197302.674,2197321.181,2197339.687,2197358.193,2197376.7,2197395.206,2197413.713,2197432.219,2197450.725,2197469.232,2197487.738
9135,2197506.245,2197524.751,2197543.257,2197561.764,2197580.27,2197598.777,2197617.283,2197635.79,2197654.296,2197672.802,2197691.309,2197709.815,2197728.322
9136,2197746.828,2197765.334,2197783.841,2197802.347,2197820.854,2197839.36,2197857.866,2197876.373,2197894.879,2197913.386,2197931.892,2197950.398,2197968.905
9137,2197987.411,2198005.918,2198024.424,2198042.93,2198061.437,2198079.943,2198098.45,2198116.956,2198135.463,2198153.969,2198172.475,2198190.982,2198209.488
9138,2198227.995,2198246.501,2198265.007,2198283.514,2198302.02,2198320.527,2198339.033,2198357.539,2198376.046,2198394.552,2198413.059,2198431.565,2198450.071
9139,2198468.578,2198487.084,2198505.591,2198524.097,2198542.603,2198561.11,2198579.616,2198598.123,2198616.629,2198635.135,2198653.642,2198672.148,2198690.655
9140,2198709.161,2198727.668,2198746.174,2198764.68,2198783.187,2198801.693,2198820.2,2198838.706,2198857.212,2198875.719,2198894.225,2198912.732,2198931.238
9141,2198949.744,2198968.251,2198986.757,2199005.264,2199023.77,2199042.276,2199060.783,2199079.289,2199097.796,2199116.302,2199134.808,2199153.315,2199171.821
9142,2199190.328,2199208.834,2199227.34,2199245.847,2199264.353,2199282.86,2199301.366,2199319.873,2199338.379,2199356.885,2199375.392,2199393.898,2199412.405
9143,2199430.911,2199449.417,2199467.924,2199486.43,2199504.937,2199523.443,2199541.949,2199560.456,2199578.962,2199597.469,2199615.975,2199634.481,2199652.988
9144,2199671.494,2199690.001,2199708.507,2199727.013,2199745.52,2199764.026,2199782.533,2199801.039,2199819.546,2199838.052,2199856.558,2199875.065,2199893.571
9145,2199912.078,2199930.584,2199949.09,2199967.597,2199986.103,2200004.61,2200023.116,2200041.622,2200060.129,2200078.635,2200097.142,2200115.648,2200134.154
9146,2200152.661,2200171.167,2200189.674,2200208.18,2200226.686,2200245.193,2200263.699,2200282.206,2200300.712,2200319.218,2200337.725,2200356.231,2200374.738
9147,2200393.244,2200411.751,2200430.257,2200448.763,2200467.27,2200485.776,2200504.283,2200522.789,2200541.295,2200559.802,2200578.308,2200596.815,2200615.321
9148,2200633.827,2200652.334,2200670.84,2200689.347,2200707.853,2200726.359,2200744.866,2200763.372,2200781.879,2200800.385,2200818.891,2200837.398,2200855.904
9149,2200874.411,2200892.917,2200911.424,2200929.93,2200948.436,2200966.943,2200985.449,2201003.956,2201022.462,2201040.968,2201059.475,2201077.981,2201096.488
9150,2201114.994,2201133.5,2201152.007,2201170.513,2201189.02,2201207.526,2201226.032,2201244.539,2201263.045,2201281.552,2201300.058,2201318.564,2201337.071
9151,2201355.577,2201374.084,2201392.59,2201411.096,2201429.603,2201448.109,2201466.616,2201485.122,2201503.629,2201522.135,2201540.641,2201559.148,2201577.654
9152,2201596.161,2201614.667,2201633.173,2201651.68,2201670.186,2201688.693,2201707.199,2201725.705,2201744.212,2201762.718,2201781.225,2201799.731,2201818.237
9153,2201836.744,2201855.25,2201873.757,2201892.263,2201910.769,2201929.276,2201947.782,2201966.289,2201984.795,2202003.301,2202021.808,2202040.314,2202058.821
9154,2202077.327,2202095.834,2202114.34,2202132.846,2202151.353,2202169.859,2202188.366,2202206.872,2202225.378,2202243.885,2202262.391,2202280.898,2202299.404
9155,2202317.91,2202336.417,2202354.923,2202373.43,2202391.936,2202410.442,2202428.949,2202447.455,2202465.962,2202484.468,2202502.974,2202521.481,2202539.987
9156,2202558.494,2202577,2202595.507,2202614.013,2202632.519,2202651.026,2202669.532,2202688.039,2202706.545,2202725.051,2202743.558,2202762.064,2202780.571
9157,2202799.077,2202817.583,2202836.09,2202854.596,2202873.103,2202891.609,2202910.115,2202928.622,2202947.128,2202965.635,2202984.141,2203002.647,2203021.154
9158,2203039.66,2203058.167,2203076.673,2203095.179,2203113.686,2203132.192,2203150.699,2203169.205,2203187.712,2203206.218,2203224.724,2203243.231,2203261.737
9159,2203280.244,2203298.75,2203317.256,2203335.763,2203354.269,2203372.776,2203391.282,2203409.788,2203428.295,2203446.801,2203465.308,2203483.814,2203502.32
9160,2203520.827,2203539.333,2203557.84,2203576.346,2203594.852,2203613.359,2203631.865,2203650.372,2203668.878,2203687.384,2203705.891,2203724.397,2203742.904
9161,2203761.41,2203779.917,2203798.423,2203816.929,2203835.436,2203853.942,2203872.449,2203890.955,2203909.461,2203927.968,2203946.474,2203964.981,2203983.487
9162,2204001.993,2204020.5,2204039.006,2204057.513,2204076.019,2204094.525,2204113.032,2204131.538,2204150.045,2204168.551,2204187.057,2204205.564,2204224.07
9163,2204242.577,2204261.083,2204279.59,2204298.096,2204316.602,2204335.109,2204353.615,2204372.122,2204390.628,2204409.134,2204427.641,2204446.147,2204464.654
9164,2204483.16,2204501.666,2204520.173,2204538.679,2204557.186,2204575.692,2204594.198,2204612.705,2204631.211,2204649.718,2204668.224,2204686.73,2204705.237
9165,2204723.743,2204742.25,2204760.756,2204779.262,2204797.769,2204816.275,2204834.782,2204853.288,2204871.795,2204890.301,2204908.807,2204927.314,2204945.82
9166,2204964.327,2204982.833,2205001.339,2205019.846,2205038.352,2205056.859,2205075.365,2205093.871,2205112.378,2205130.884,2205149.391,2205167.897,2205186.403
9167,2205204.91,2205223.416,2205241.923,2205260.429,2205278.935,2205297.442,2205315.948,2205334.455,2205352.961,2205371.468,2205389.974,2205408.48,2205426.987
9168,2205445.493,2205464,2205482.506,2205501.012,2205519.519,2205538.025,2205556.532,2205575.038,2205593.544,2205612.051,2205630.557,2205649.064,2205667.57
9169,2205686.076,2205704.583,2205723.089,2205741.596,2205760.102,2205778.608,2205797.115,2205815.621,2205834.128,2205852.634,2205871.14,2205889.647,2205908.153
9170,2205926.66,2205945.166,2205963.673,2205982.179,2206000.685,2206019.192,2206037.698,2206056.205,2206074.711,2206093.217,2206111.724,2206130.23,2206148.737
9171,2206167.243,2206185.749,2206204.256,2206222.762,2206241.269,2206259.775,2206278.281,2206296.788,2206315.294,2206333.801,2206352.307,2206370.813,2206389.32
9172,2206407.826,2206426.333,2206444.839,2206463.345,2206481.852,2206500.358,2206518.865,2206537.371,2206555.878,2206574.384,2206592.89,2206611.397,2206629.903
9173,2206648.41,2206666.916,2206685.422,2206703.929,2206722.435,2206740.942,2206759.448,2206777.954,2206796.461,2206814.967,2206833.474,2206851.98,2206870.486
9174,2206888.993,2206907.499,2206926.006,2206944.512,2206963.018,2206981.525,2207000.031,2207018.538,2207037.044,2207055.551,2207074.057,2207092.563,2207111.07
9175,2207129.576,2207148.083,2207166.589,2207185.095,2207203.602,2207222.108,2207240.615,2207259.121,2207277.627,2207296.134,2207314.64,2207333.147,2207351.653
9176,2207370.159,2207388.666,2207407.172,2207425.679,2207444.185,2207462.691,2207481.198,2207499.704,2207518.211,2207536.717,2207555.223,2207573.73,2207592.236
9177,2207610.743,2207629.249,2207647.756,2207666.262,2207684.768,2207703.275,2207721.781,2207740.288,2207758.794,2207777.3,2207795.807,2207814.313,2207832.82
9178,2207851.326,2207869.832,2207888.339,2207906.845,2207925.352,2207943.858,2207962.364,2207980.871,2207999.377,2208017.884,2208036.39,2208054.896,2208073.403
9179,2208091.909,2208110.416,2208128.922,2208147.429,2208165.935,2208184.441,2208202.948,2208221.454,2208239.961,2208258.467,2208276.973,2208295.48,2208313.986
9180,2208332.493,2208350.999,2208369.505,2208388.012,2208406.518,2208425.025,2208443.531,2208462.037,2208480.544,2208499.05,2208517.557,2208536.063,2208554.569
9181,2208573.076,2208591.582,2208610.089,2208628.595,2208647.101,2208665.608,2208684.114,2208702.621,2208721.127,2208739.634,2208758.14,2208776.646,2208795.153
9182,2208813.659,2208832.166,2208850.672,2208869.178,2208887.685,2208906.191,2208924.698,2208943.204,2208961.71,2208980.217,2208998.723,2209017.23,2209035.736
9183,2209054.242,2209072.749,2209091.255,2209109.762,2209128.268,2209146.774,2209165.281,2209183.787,2209202.294,2209220.8,2209239.306,2209257.813,2209276.319
9184,2209294.826,2209313.332,2209331.839,2209350.345,2209368.851,2209387.358,2209405.864,2209424.371,2209442.877,2209461.383,2209479.89,2209498.396,2209516.903
9185,2209535.409,2209553.915,2209572.422,2209590.928,2209609.435,2209627.941,2209646.447,2209664.954,2209683.46,2209701.967,2209720.473,2209738.979,2209757.486
9186,2209775.992,2209794.499,2209813.005,2209831.512,2209850.018,2209868.524,2209887.031,2209905.537,2209924.044,2209942.55,2209961.056,2209979.563,2209998.069
9187,2210016.576,2210035.082,2210053.588,2210072.095,2210090.601,2210109.108,2210127.614,2210146.12,2210164.627,2210183.133,2210201.64,2210220.146,2210238.652
9188,2210257.159,2210275.665,2210294.172,2210312.678,2210331.184,2210349.691,2210368.197,2210386.704,2210405.21,2210423.717,2210442.223,2210460.729,2210479.236
9189,2210497.742,2210516.249,2210534.755,2210553.261,2210571.768,2210590.274,2210608.781,2210627.287,2210645.793,2210664.3,2210682.806,2210701.313,2210719.819
9190,2210738.325,2210756.832,2210775.338,2210793.845,2210812.351,2210830.857,2210849.364,2210867.87,2210886.377,2210904.883,2210923.389,2210941.896,2210960.402
9191,2210978.909,2210997.415,2211015.922,2211034.428,2211052.934,2211071.441,2211089.947,2211108.454,2211126.96,2211145.466,2211163.973,2211182.479,2211200.986
9192,2211219.492,2211237.998,2211256.505,2211275.011,2211293.518,2211312.024,2211330.53,2211349.037,2211367.543,2211386.05,2211404.556,2211423.062,2211441.569
9193,2211460.075,2211478.582,2211497.088,2211515.595,2211534.101,2211552.607,2211571.114,2211589.62,2211608.127,2211626.633,2211645.139,2211663.646,2211682.152
9194,2211700.659,2211719.165,2211737.671,2211756.178,2211774.684,2211793.191,2211811.697,2211830.203,2211848.71,2211867.216,2211885.723,2211904.229,2211922.735
9195,2211941.242,2211959.748,2211978.255,2211996.761,2212015.267,2212033.774,2212052.28,2212070.787,2212089.293,2212107.8,2212126.306,2212144.812,2212163.319
9196,2212181.825,2212200.332,2212218.838,2212237.344,2212255.851,2212274.357,2212292.864,2212311.37,2212329.876,2212348.383,2212366.889,2212385.396,2212403.902
9197,2212422.408,2212440.915,2212459.421,2212477.928,2212496.434,2212514.94,2212533.447,2212551.953,2212570.46,2212588.966,2212607.473,2212625.979,2212644.485
9198,2212662.992,2212681.498,2212700.005,2212718.511,2212737.017,2212755.524,2212774.03,2212792.537,2212811.043,2212829.549,2212848.056,2212866.562,2212885.069
9199,2212903.575,2212922.081,2212940.588,2212959.094,2212977.601,2212996.107,2213014.613,2213033.12,2213051.626,2213070.133,2213088.639,2213107.145,2213125.652
9200,2213144.158,2213162.665,2213181.171,2213199.678,2213218.184,2213236.69,2213255.197,2213273.703,2213292.21,2213310.716,2213329.222,2213347.729,2213366.235
9201,2213384.742,2213403.248,2213421.754,2213440.261,2213458.767,2213477.274,2213495.78,2213514.286,2213532.793,2213551.299,2213569.806,2213588.312,2213606.818
9202,2213625.325,2213643.831,2213662.338,2213680.844,2213699.35,2213717.857,2213736.363,2213754.87,2213773.376,2213791.883,2213810.389,2213828.895,2213847.402
9203,2213865.908,2213884.415,2213902.921,2213921.427,2213939.934,2213958.44,2213976.947,2213995.453,2214013.959,2214032.466,2214050.972,2214069.479,2214087.985
9204,2214106.491,2214124.998,2214143.504,2214162.011,2214180.517,2214199.023,2214217.53,2214236.036,2214254.543,2214273.049,2214291.556,2214310.062,2214328.568
9205,2214347.075,2214365.581,2214384.088,2214402.594,2214421.1,2214439.607,2214458.113,2214476.62,2214495.126,2214513.632,2214532.139,2214550.645,2214569.152
9206,2214587.658,2214606.164,2214624.671,2214643.177,2214661.684,2214680.19,2214698.696,2214717.203,2214735.709,2214754.216,2214772.722,2214791.228,2214809.735
9207,2214828.241,2214846.748,2214865.254,2214883.761,2214902.267,2214920.773,2214939.28,2214957.786,2214976.293,2214994.799,2215013.305,2215031.812,2215050.318
9208,2215068.825,2215087.331,2215105.837,2215124.344,2215142.85,2215161.357,2215179.863,2215198.369,2215216.876,2215235.382,2215253.889,2215272.395,2215290.901
9209,2215309.408,2215327.914,2215346.421,2215364.927,2215383.433,2215401.94,2215420.446,2215438.953,2215457.459,2215475.966,2215494.472,2215512.978,2215531.485
9210,2215549.991,2215568.498,2215587.004,2215605.51,2215624.017,2215642.523,2215661.03,2215679.536,2215698.042,2215716.549,2215735.055,2215753.562,2215772.068
9211,2215790.574,2215809.081,2215827.587,2215846.094,2215864.6,2215883.106,2215901.613,2215920.119,2215938.626,2215957.132,2215975.639,2215994.145,2216012.651
9212,2216031.158,2216049.664,2216068.171,2216086.677,2216105.183,2216123.69,2216142.196,2216160.703,2216179.209,2216197.715,2216216.222,2216234.728,2216253.235
9213,2216271.741,2216290.247,2216308.754,2216327.26,2216345.767,2216364.273,2216382.779,2216401.286,2216419.792,2216438.299,2216456.805,2216475.311,2216493.818
9214,2216512.324,2216530.831,2216549.337,2216567.844,2216586.35,2216604.856,2216623.363,2216641.869,2216660.376,2216678.882,2216697.388,2216715.895,2216734.401
9215,2216752.908,2216771.414,2216789.92,2216808.427,2216826.933,2216845.44,2216863.946,2216882.452,2216900.959,2216919.465,2216937.972,2216956.478,2216974.984
9216,2216993.491,2217011.997,2217030.504,2217049.01,2217067.517,2217086.023,2217104.529,2217123.036,2217141.542,2217160.049,2217178.555,2217197.061,2217215.568
9217,2217234.074,2217252.581,2217271.087,2217289.593,2217308.1,2217326.606,2217345.113,2217363.619,2217382.125,2217400.632,2217419.138,2217437.645,2217456.151
9218,2217474.657,2217493.164,2217511.67,2217530.177,2217548.683,2217567.189,2217585.696,2217604.202,2217622.709,2217641.215,2217659.722,2217678.228,2217696.734
9219,2217715.241,2217733.747,2217752.254,2217770.76,2217789.266,2217807.773,2217826.279,2217844.786,2217863.292,2217881.798,2217900.305,2217918.811,2217937.318
9220,2217955.824,2217974.33,2217992.837,2218011.343,2218029.85,2218048.356,2218066.862,2218085.369,2218103.875,2218122.382,2218140.888,2218159.394,2218177.901
9221,2218196.407,2218214.914,2218233.42,2218251.927,2218270.433,2218288.939,2218307.446,2218325.952,2218344.459,2218362.965,2218381.471,2218399.978,2218418.484
9222,2218436.991,2218455.497,2218474.003,2218492.51,2218511.016,2218529.523,2218548.029,2218566.535,2218585.042,2218603.548,2218622.055,2218640.561,2218659.067
9223,2218677.574,2218696.08,2218714.587,2218733.093,2218751.6,2218770.106,2218788.612,2218807.119,2218825.625,2218844.132,2218862.638,2218881.144,2218899.651
9224,2218918.157,2218936.664,2218955.17,2218973.676,2218992.183,2219010.689,2219029.196,2219047.702,2219066.208,2219084.715,2219103.221,2219121.728,2219140.234
9225,2219158.74,2219177.247,2219195.753,2219214.26,2219232.766,2219251.272,2219269.779,2219288.285,2219306.792,2219325.298,2219343.805,2219362.311,2219380.817
9226,2219399.324,2219417.83,2219436.337,2219454.843,2219473.349,2219491.856,2219510.362,2219528.869,2219547.375,2219565.881,2219584.388,2219602.894,2219621.401
9227,2219639.907,2219658.413,2219676.92,2219695.426,2219713.933,2219732.439,2219750.945,2219769.452,2219787.958,2219806.465,2219824.971,2219843.478,2219861.984
9228,2219880.49,2219898.997,2219917.503,2219936.01,2219954.516,2219973.022,2219991.529,2220010.035,2220028.542,2220047.048,2220065.554,2220084.061,2220102.567
9229,2220121.074,2220139.58,2220158.086,2220176.593,2220195.099,2220213.606,2220232.112,2220250.618,2220269.125,2220287.631,2220306.138,2220324.644,2220343.15
9230,2220361.657,2220380.163,2220398.67,2220417.176,2220435.683,2220454.189,2220472.695,2220491.202,2220509.708,2220528.215,2220546.721,2220565.227,2220583.734
9231,2220602.24,2220620.747,2220639.253,2220657.759,2220676.266,2220694.772,2220713.279,2220731.785,2220750.291,2220768.798,2220787.304,2220805.811,2220824.317
